animal_id_outcome,outcome_type
A725295,Adoption
A725296,Adoption
A725297,Relocate
A725298,Adoption
A725300,Return to Owner
A725300,Return to Owner
A725300,Return to Owner
A725301,Adoption
A725304,Adoption
A725306,Transfer
A725307,Transfer
A725308,Transfer
A725309,Transfer
A725310,Transfer
A725313,Transfer
A725318,Adoption
A725319,Adoption
A725320,Adoption
A725322,Return to Owner
A725323,Return to Owner
A725327,Adoption
A725327,Adoption
A725327,Adoption
A725331,Adoption
A725332,Return to Owner
A725334,Return to Owner
A725335,Adoption
A725336,Adoption
A725337,Adoption
A725338,Adoption
A725339,Transfer
A725340,Euthanasia
A725342,Transfer
A725343,Rto-Adopt
A725343,Adoption
A725345,Adoption
A725347,Adoption
A725348,Adoption
A725349,Adoption
A725350,Adoption
A725351,Adoption
A725355,Adoption
A725356,Return to Owner
A725360,Transfer
A725364,Transfer
A725371,Return to Owner
A725372,Adoption
A725374,Adoption
A725375,Adoption
A725376,Return to Owner
A725377,Transfer
A725378,Adoption
A725379,Adoption
A725380,Return to Owner
A725381,Transfer
A725382,Transfer
A725383,Transfer
A725384,Transfer
A725389,Transfer
A725392,Transfer
A725394,Euthanasia
A725396,Return to Owner
A725396,Adoption
A725396,Adoption
A725397,Adoption
A725398,Adoption
A725399,Adoption
A725400,Adoption
A725401,Euthanasia
A725403,Adoption
A725404,Return to Owner
A725405,Adoption
A725406,Adoption
A725407,Adoption
A725408,Adoption
A725409,Adoption
A725410,Return to Owner
A725411,Return to Owner
A725412,Transfer
A725415,Return to Owner
A725416,Adoption
A725417,Return to Owner
A725420,Return to Owner
A725425,Return to Owner
A725426,Transfer
A725427,Adoption
A725429,Adoption
A725430,Adoption
A725431,Adoption
A725432,Return to Owner
A725432,Adoption
A725432,Adoption
A725438,Adoption
A725440,Transfer
A725440,Return to Owner
A725442,Adoption
A725443,Transfer
A725445,Adoption
A725446,Adoption
A725447,Adoption
A725456,Adoption
A725458,Transfer
A725459,Return to Owner
A725462,Return to Owner
A725464,Transfer
A725469,Transfer
A725472,Adoption
A725473,Adoption
A725474,Return to Owner
A725476,Adoption
A725476,Adoption
A725483,Adoption
A725483,Adoption
A725487,Adoption
A725489,Adoption
A725490,Adoption
A725490,Adoption
A725494,Adoption
A725495,Return to Owner
A725495,Return to Owner
A725496,Adoption
A725497,Adoption
A725498,Transfer
A725499,Adoption
A725500,Adoption
A725502,Adoption
A725503,Adoption
A725504,Adoption
A725510,Adoption
A725511,Return to Owner
A725512,Return to Owner
A725513,Transfer
A725514,Adoption
A725515,Adoption
A725516,Adoption
A725517,Return to Owner
A725518,Transfer
A725519,Adoption
A725520,Adoption
A725522,Adoption
A725523,Adoption
A725524,Adoption
A725525,Adoption
A725526,Adoption
A725527,Adoption
A725528,Adoption
A725529,Adoption
A725530,Adoption
A725530,Adoption
A725531,Adoption
A725533,Adoption
A725536,Adoption
A725536,Adoption
A725537,Transfer
A725538,Transfer
A725539,Transfer
A725540,Transfer
A725541,Return to Owner
A725542,Transfer
A725544,Adoption
A725545,Adoption
A725546,Adoption
A725547,Transfer
A725548,Adoption
A725549,Adoption
A725550,Adoption
A725551,Adoption
A725552,Adoption
A725553,Transfer
A725554,Adoption
A725555,Adoption
A725557,Return to Owner
A725558,Adoption
A725559,Adoption
A725560,Adoption
A725561,Adoption
A725562,Adoption
A725563,Transfer
A725564,Adoption
A725565,Adoption
A725566,Return to Owner
A725569,Return to Owner
A725571,Adoption
A725572,Adoption
A725573,Adoption
A725574,Adoption
A725575,Adoption
A725577,Adoption
A725578,Adoption
A725579,Transfer
A725580,Adoption
A725581,Adoption
A725582,Adoption
A725583,Transfer
A725584,Transfer
A725586,Transfer
A725587,Transfer
A725590,Transfer
A725591,Transfer
A725593,Transfer
A725594,Adoption
A725600,Transfer
A725603,Adoption
A725606,Adoption
A725607,Adoption
A725607,Adoption
A725609,Adoption
A725610,Adoption
A725611,Adoption
A725612,Adoption
A725613,Adoption
A725614,Adoption
A725615,Adoption
A725616,Adoption
A725620,Transfer
A725621,Transfer
A725623,Adoption
A725625,Transfer
A725626,Transfer
A725627,Transfer
A725628,Transfer
A725629,Transfer
A725630,Transfer
A725632,Euthanasia
A725633,Rto-Adopt
A725634,Adoption
A725635,Transfer
A725637,Return to Owner
A725638,Return to Owner
A725639,Return to Owner
A725640,Adoption
A725641,Adoption
A725642,Return to Owner
A725643,Adoption
A725644,Adoption
A725645,Adoption
A725646,Adoption
A725647,Return to Owner
A725648,Transfer
A725649,Return to Owner
A725651,Adoption
A725651,Adoption
A725653,Return to Owner
A725654,Adoption
A725655,Adoption
A725656,Adoption
A725657,Adoption
A725658,Transfer
A725659,Adoption
A725660,Rto-Adopt
A725661,Adoption
A725662,Rto-Adopt
A725663,Adoption
A725664,Return to Owner
A725665,Return to Owner
A725667,Adoption
A725668,Adoption
A725671,Adoption
A725672,Adoption
A725673,Transfer
A725674,Return to Owner
A725675,Adoption
A725676,Adoption
A725678,Transfer
A725679,Adoption
A725680,Return to Owner
A725680,Return to Owner
A725681,Adoption
A725682,Adoption
A725683,Transfer
A725684,Transfer
A725685,Adoption
A725685,Adoption
A725687,Transfer
A725688,Adoption
A725690,Rto-Adopt
A725691,Adoption
A725692,Transfer
A725694,Return to Owner
A725695,Return to Owner
A725696,Return to Owner
A725697,Return to Owner
A725698,Return to Owner
A725699,Return to Owner
A725705,Euthanasia
A725707,Transfer
A725708,Transfer
A725709,Rto-Adopt
A725710,Transfer
A725711,Euthanasia
A725712,Adoption
A725712,Adoption
A725712,Adoption
A725713,Adoption
A725714,Adoption
A725715,Adoption
A725716,Transfer
A725717,Adoption
A725718,Adoption
A725719,Adoption
A725720,Return to Owner
A725722,Transfer
A725723,Transfer
A725724,Transfer
A725725,Transfer
A725726,Return to Owner
A725726,Return to Owner
A725727,Adoption
A725728,Adoption
A725729,Adoption
A725730,Adoption
A725731,Return to Owner
A725731,Transfer
A725732,Adoption
A725733,Return to Owner
A725733,Return to Owner
A725735,Adoption
A725736,Euthanasia
A725737,Transfer
A725738,Adoption
A725739,Adoption
A725741,Adoption
A725742,Adoption
A725744,Adoption
A725745,Transfer
A725746,Euthanasia
A725747,Adoption
A725751,Transfer
A725752,Transfer
A725753,Transfer
A725754,Adoption
A725756,Adoption
A725758,Adoption
A725759,Adoption
A725762,Transfer
A725763,Transfer
A725764,Adoption
A725765,Return to Owner
A725766,Adoption
A725770,Euthanasia
A725776,Return to Owner
A725779,Transfer
A725781,Adoption
A725782,Adoption
A725783,Adoption
A725784,Transfer
A725785,Adoption
A725788,Euthanasia
A725789,Euthanasia
A725790,Euthanasia
A725791,Euthanasia
A725793,Euthanasia
A725794,Euthanasia
A725795,Euthanasia
A725796,Adoption
A725797,Transfer
A725799,Transfer
A725800,Adoption
A725802,Adoption
A725803,Adoption
A725805,Adoption
A725805,Adoption
A725807,Adoption
A725812,Transfer
A725813,Transfer
A725819,Adoption
A725821,Transfer
A725838,Return to Owner
A725847,Return to Owner
A725855,Adoption
A725868,Adoption
A725869,Adoption
A725870,Adoption
A725871,Adoption
A725872,Adoption
A725872,Return to Owner
A725872,Transfer
A725878,Return to Owner
A725879,Return to Owner
A725880,Transfer
A725881,Transfer
A725883,Return to Owner
A725884,Return to Owner
A725885,Transfer
A725888,Adoption
A725889,Return to Owner
A725891,Adoption
A725891,Adoption
A725892,Adoption
A725894,Adoption
A725896,Return to Owner
A725899,Return to Owner
A725901,Adoption
A725910,Adoption
A725915,Return to Owner
A725916,Transfer
A725918,Adoption
A725920,Adoption
A725930,Return to Owner
A725930,Adoption
A725947,Adoption
A725951,Transfer
A725952,Adoption
A725953,Adoption
A725954,Adoption
A725955,Adoption
A725956,Return to Owner
A725957,Return to Owner
A725958,Adoption
A725959,Adoption
A725960,Adoption
A725961,Adoption
A725962,Return to Owner
A725963,Adoption
A725964,Transfer
A725965,Transfer
A725966,Adoption
A725967,Transfer
A725968,Adoption
A725969,Return to Owner
A725970,Adoption
A725971,Adoption
A725972,Adoption
A725973,Adoption
A725975,Adoption
A725978,Adoption
A725979,Adoption
A725980,Adoption
A725981,Adoption
A725983,Adoption
A725984,Euthanasia
A725985,Adoption
A725989,Return to Owner
A725993,Transfer
A725995,Adoption
A725997,Transfer
A725998,Transfer
A725999,Transfer
A726000,Transfer
A726001,Transfer
A726003,Euthanasia
A726004,Euthanasia
A726005,Return to Owner
A726010,Euthanasia
A726012,Transfer
A726026,Return to Owner
A726029,Return to Owner
A726030,Return to Owner
A726031,Adoption
A726032,Return to Owner
A726033,Return to Owner
A726035,Adoption
A726036,Adoption
A726037,Return to Owner
A726038,Transfer
A726039,Transfer
A726040,Transfer
A726041,Transfer
A726042,Transfer
A726043,Transfer
A726045,Adoption
A726047,Adoption
A726048,Transfer
A726049,Adoption
A726050,Return to Owner
A726051,Adoption
A726053,Return to Owner
A726054,Return to Owner
A726054,Return to Owner
A726054,Transfer
A726057,Return to Owner
A726057,Return to Owner
A726061,Adoption
A726063,Euthanasia
A726064,Transfer
A726065,Return to Owner
A726066,Euthanasia
A726067,Return to Owner
A726067,Transfer
A726068,Adoption
A726069,Adoption
A726071,Adoption
A726072,Adoption
A726074,Adoption
A726075,Return to Owner
A726075,Return to Owner
A726076,Adoption
A726076,Adoption
A726076,Return to Owner
A726078,Euthanasia
A726079,Return to Owner
A726080,Return to Owner
A726082,Euthanasia
A726086,Transfer
A726087,Return to Owner
A726088,Adoption
A726089,Transfer
A726090,Transfer
A726091,Transfer
A726092,Transfer
A726093,Transfer
A726094,Adoption
A726095,Adoption
A726096,Adoption
A726096,Return to Owner
A726096,Adoption
A726097,Adoption
A726099,Adoption
A726101,Adoption
A726103,Adoption
A726104,Euthanasia
A726105,Adoption
A726106,Return to Owner
A726107,Transfer
A726112,Adoption
A726114,Transfer
A726114,Return to Owner
A726115,Adoption
A726117,Adoption
A726121,Adoption
A726123,Adoption
A726124,Adoption
A726125,Adoption
A726125,Adoption
A726126,Adoption
A726127,Adoption
A726128,Return to Owner
A726130,Adoption
A726131,Adoption
A726132,Adoption
A726133,Adoption
A726134,Return to Owner
A726135,Adoption
A726138,Adoption
A726139,Return to Owner
A726142,Adoption
A726143,Adoption
A726144,Adoption
A726145,Return to Owner
A726146,Return to Owner
A726147,Euthanasia
A726150,Adoption
A726151,Transfer
A726153,Euthanasia
A726155,Adoption
A726155,Adoption
A726157,Transfer
A726157,Adoption
A726158,Return to Owner
A726159,Euthanasia
A726163,Adoption
A726164,Return to Owner
A726165,Adoption
A726166,Adoption
A726168,Adoption
A726170,Adoption
A726171,Adoption
A726172,Adoption
A726173,Adoption
A726176,Adoption
A726177,Adoption
A726178,Adoption
A726179,Adoption
A726180,Adoption
A726183,Adoption
A726184,Return to Owner
A726185,Return to Owner
A726186,Return to Owner
A726187,Transfer
A726188,Transfer
A726189,Transfer
A726190,Return to Owner
A726190,Adoption
A726191,Transfer
A726193,Adoption
A726194,Adoption
A726195,Adoption
A726196,Adoption
A726199,Adoption
A726200,Adoption
A726201,Adoption
A726203,Adoption
A726204,Return to Owner
A726205,Transfer
A726206,Adoption
A726207,Return to Owner
A726208,Adoption
A726209,Return to Owner
A726209,Adoption
A726209,Transfer
A726212,Transfer
A726213,Transfer
A726214,Transfer
A726215,Transfer
A726216,Transfer
A726217,Return to Owner
A726219,Transfer
A726220,Adoption
A726221,Adoption
A726222,Adoption
A726223,Return to Owner
A726224,Adoption
A726225,Adoption
A726227,Transfer
A726228,Adoption
A726229,Adoption
A726230,Adoption
A726231,Adoption
A726232,Return to Owner
A726233,Adoption
A726234,Adoption
A726235,Adoption
A726236,Adoption
A726237,Transfer
A726238,Return to Owner
A726239,Adoption
A726240,Adoption
A726241,Adoption
A726242,Adoption
A726243,Euthanasia
A726244,Transfer
A726245,Adoption
A726246,Euthanasia
A726247,Adoption
A726248,Adoption
A726249,Adoption
A726250,Adoption
A726251,Adoption
A726252,Adoption
A726253,Adoption
A726254,Transfer
A726255,Transfer
A726256,Transfer
A726257,Return to Owner
A726259,Return to Owner
A726259,Adoption
A726259,Adoption
A726261,Return to Owner
A726262,Adoption
A726263,Adoption
A726264,Adoption
A726267,Adoption
A726274,Return to Owner
A726275,Euthanasia
A726276,Adoption
A726277,Transfer
A726278,Transfer
A726279,Transfer
A726280,Transfer
A726281,Adoption
A726282,Transfer
A726283,Transfer
A726284,Return to Owner
A726284,Return to Owner
A726285,Transfer
A726286,Transfer
A726287,Adoption
A726290,Adoption
A726291,Adoption
A726291,Adoption
A726296,Adoption
A726297,Adoption
A726298,Euthanasia
A726299,Euthanasia
A726300,Adoption
A726301,Adoption
A726302,Adoption
A726303,Missing
A726304,Return to Owner
A726304,Adoption
A726304,Adoption
A726306,Adoption
A726307,Return to Owner
A726309,Adoption
A726310,Adoption
A726311,Transfer
A726312,Transfer
A726313,Transfer
A726314,Adoption
A726315,Return to Owner
A726316,Transfer
A726317,Return to Owner
A726317,Return to Owner
A726319,Return to Owner
A726322,Adoption
A726325,Adoption
A726326,Adoption
A726329,Euthanasia
A726330,Adoption
A726331,Adoption
A726332,Adoption
A726333,Adoption
A726334,Adoption
A726335,Adoption
A726336,Adoption
A726337,Adoption
A726338,Adoption
A726339,Return to Owner
A726340,Euthanasia
A726341,Adoption
A726342,Euthanasia
A726343,Return to Owner
A726343,Adoption
A726344,Adoption
A726345,Euthanasia
A726348,Adoption
A726349,Adoption
A726350,Transfer
A726352,Return to Owner
A726354,Return to Owner
A726358,Adoption
A726359,Transfer
A726360,Transfer
A726361,Return to Owner
A726361,Adoption
A726364,Adoption
A726367,Adoption
A726368,Adoption
A726369,Adoption
A726370,Adoption
A726372,Transfer
A726373,Adoption
A726374,Adoption
A726375,Return to Owner
A726375,Adoption
A726376,Adoption
A726377,Adoption
A726378,Adoption
A726379,Return to Owner
A726379,Return to Owner
A726380,Return to Owner
A726380,Adoption
A726381,Adoption
A726384,Adoption
A726385,Adoption
A726386,Adoption
A726387,Adoption
A726388,Adoption
A726389,Transfer
A726390,Adoption
A726391,Euthanasia
A726392,Transfer
A726393,Adoption
A726394,Adoption
A726395,Euthanasia
A726396,Adoption
A726397,Adoption
A726398,Transfer
A726399,Adoption
A726400,Adoption
A726401,Adoption
A726402,Transfer
A726403,Adoption
A726404,Adoption
A726405,Transfer
A726406,Adoption
A726407,Adoption
A726408,Adoption
A726409,Adoption
A726410,Adoption
A726411,Adoption
A726412,Transfer
A726413,Return to Owner
A726414,Transfer
A726415,Transfer
A726416,Transfer
A726417,Adoption
A726418,Adoption
A726419,Transfer
A726420,Transfer
A726421,Transfer
A726422,Adoption
A726423,Adoption
A726424,Adoption
A726428,Adoption
A726431,Transfer
A726432,Adoption
A726433,Adoption
A726434,Adoption
A726435,Adoption
A726435,Adoption
A726437,Transfer
A726438,Transfer
A726439,Transfer
A726440,Transfer
A726441,Transfer
A726442,Adoption
A726447,Transfer
A726448,Euthanasia
A726449,Transfer
A726450,Euthanasia
A726452,Transfer
A726454,Adoption
A726455,Adoption
A726457,Transfer
A726460,Adoption
A726461,Adoption
A726462,Transfer
A726463,Adoption
A726463,Return to Owner
A726464,Return to Owner
A726466,Transfer
A726467,Transfer
A726468,Adoption
A726469,Adoption
A726470,Rto-Adopt
A726471,Transfer
A726472,Adoption
A726473,Rto-Adopt
A726474,Adoption
A726475,Adoption
A726476,Adoption
A726477,Adoption
A726478,Transfer
A726479,Adoption
A726480,Adoption
A726482,Adoption
A726483,Adoption
A726484,Transfer
A726485,Transfer
A726486,Adoption
A726487,Adoption
A726488,Adoption
A726489,Transfer
A726492,Adoption
A726498,Adoption
A726499,Adoption
A726500,Adoption
A726501,Transfer
A726502,Transfer
A726503,Transfer
A726504,Adoption
A726505,Transfer
A726506,Adoption
A726507,Transfer
A726508,Transfer
A726513,Return to Owner
A726513,Return to Owner
A726521,Adoption
A726522,Adoption
A726524,Transfer
A726525,Adoption
A726525,Adoption
A726526,Adoption
A726528,Adoption
A726529,Adoption
A726529,Adoption
A726530,Adoption
A726531,Adoption
A726532,Adoption
A726534,Adoption
A726535,Adoption
A726536,Adoption
A726537,Adoption
A726540,Adoption
A726543,Euthanasia
A726544,Adoption
A726545,Adoption
A726546,Adoption
A726546,Adoption
A726547,Adoption
A726548,Euthanasia
A726549,Adoption
A726550,Transfer
A726551,Adoption
A726552,Adoption
